,Joke Submitter ID,Gender,Major,D23,D27,D14,D49,D102,D110,D113,D121,D111,D152,D98,D145,D180,D11,D10,D8,D7,D6,D5,D60,D61,D56,D57,D87,D94,D148,D25,D76,C26,D141,D19,D107,C48,C46,D96,D70,D69,C37,D20,D21,D16,C84,D44,C23,C39,C25,C36,C40,D44,C49,C35,C53,C57,C22,C27,C86,D83,D90,D92,D100,D103,C70,C47,C32,C33,D188,D173,D88,D62,D54,C91,D98,C78,C80,C95,C104,C105,C77,C52,C29,C99,D166,C75,D127,D125,D93,C82,C68,D181,C31,D153,D174,C88,C89,C90,C92,C97,C61,C45,C102,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,D2 ,D3 ,D4,D13,D17,D28,D29,D30,D31,D32,D33,D34,D35,D36,C76,C74,D37,D38,D39,D40,D41,D42,D64,D65,D67,D68,D77,D78,D79,D80,D81,D82,D83,D84,D85,D86,D130,D132,D133,D135,D136,D138,D139,D152,D154,D156,D180,D182,D185,D186
,14858,Male,Computer Science/CSE,2,3,4,3,3,3,3,2,3,3,3,3,3,4,3,4,3,2,3,3,3,4,,3,3,4,3,4,4,5,4,3,3,3,3,4,3,4,4,2,2,3,4,3,4,4,3,3,2,3,4,2,3,4,3,3,,3,3,3,3,3,3,3,3,4,3,2,4,4,,3,3,3,4,3,4,3,4,2,4,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,4,4,3,3,3,2,4,3,3,3,3,4,4,3,3,3,4,,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3,3,4,2,3,2,5,2,4,2,2,3,2,2,3,3,3,4,4,3,2,3,3,4,3,4,3,3,3,3,4,3,3,4
,13801,Male,Electrical Engineering,1,4,2,1,1,1,4,3,1,3,2,2,2,1,1,2,4,2,1,1,1,2,,1,2,2,1,3,1,4,4,1,3,4,5,4,1,4,1,1,1,2,1,2,1,1,1,1,4,3,1,1,4,2,1,4,,1,1,4,2,4,2,2,3,2,3,4,3,2,,1,2,1,1,,4,2,2,2,1,1,1,1,1,1,1,3,4,1,4,1,4,1,2,2,1,2,5,1,1,1,1,2,4,1,4,1,4,1,4,1,3,,1,2,1,2,1,1,1,1,3,4,3,4,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,4,4,4,1,4,4,2,4,3,4,2,1,4,1,4,1,2,2,1,1,1,1,3,2,1,4,3,3,2
,92228,Male,Computer Science/CSE,2,5,3,3,,2,4,2,2,4,,,2,1,3,,4,1,3,3,,,,1,3,5,2,2,3,2,3,,2,,,4,3,4,2,,3,,1,3,4,3,3,3,3,3,,2,3,3,3,,,3,3,,,5,3,5,2,,,2,,,,,3,2,,3,,,3,3,3,5,,5,,,3,4,,3,3,3,3,,3,3,3,,3,,4,3,,,2,3,,2,,1,,3,,,4,3,3,4,,1,,2,3,,,,5,4,4,3,3,,3,3,3,,4,5,,3,3,3,,,3,4,1,3,4,2,2,,4,,3,,1,3,3,3,3,1,,4,,2,1,,,4
,99698,Male,Computer Science/CSE,1,3,3,4,4,2,3,3,3,2,3,3,3,3,4,4,5,2,3,4,3,4,,1,3,3,1,3,3,5,2,2,3,2,5,4,4,3,3,4,3,1,3,3,4,1,3,1,4,2,3,1,2,3,4,3,,4,3,2,2,2,5,2,3,2,2,3,4,4,,2,2,2,5,3,4,2,4,2,1,1,2,3,2,3,3,5,2,5,4,4,3,4,3,4,4,4,4,2,3,4,1,3,3,1,1,2,3,2,3,4,3,,2,1,2,2,3,5,2,3,4,5,4,2,2,4,2,4,3,2,3,1,2,3,3,3,3,2,2,2,3,3,2,3,1,1,2,2,3,2,2,4,4,1,1,3,4,2,3,4,1,4,4,3,4,3,3,4
,56364,Female,Computer Science/CSE,5,3,3,5,4,4,5,5,3,3,3,4,4,5,5,5,4,5,5,5,4,5,,3,4,3,3,5,5,3,5,4,4,4,4,5,5,3,5,4,4,3,4,5,5,3,3,5,5,3,3,3,4,3,5,3,,3,4,3,4,5,4,3,3,5,4,5,5,4,,4,5,5,5,3,5,5,5,3,3,3,2,5,4,3,4,5,4,5,5,4,3,3,5,5,5,5,5,3,2,5,5,4,4,5,2,5,3,5,5,3,3,,4,3,5,4,4,3,3,5,3,4,3,4,3,5,3,4,3,3,5,5,5,5,4,3,5,5,3,5,4,4,3,3,3,3,4,4,3,3,3,3,4,4,5,3,4,5,5,4,4,4,3,5,3,3,4,4
,48818,Male,Computer Science/CSE,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,5,,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,,4,4,5,5,4,5,4,4,5,5,5,5,5,,4,5,5,4,4,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,5,5,5,4,4,5,4,4,5,,5,4,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,4,5,4,4,5,5,4,4,5,4,4,5,4,5,4,5,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,5
,36184,Male,Physics,1,2,3,1,2,3,1,2,3,2,2,2,2,1,1,1,1,1,1,1,2,1,,2,3,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,5,2,1,2,4,3,1,1,3,2,1,3,2,2,1,,2,2,2,2,3,3,1,2,2,2,2,2,1,,2,1,1,2,2,1,2,1,2,1,1,3,1,2,2,3,1,3,1,1,2,2,2,1,3,2,1,1,1,4,1,1,2,2,2,4,4,2,1,2,3,2,,1,4,2,1,3,3,1,1,1,2,1,2,2,1,3,2,2,1,2,1,1,1,2,1,1,2,1,2,1,3,3,3,2,3,2,3,2,2,3,3,1,2,1,1,1,1,2,1,1,2,2,3,3,2,2,3
,51429,Male,Math,1,2,2,1,1,1,1,4,1,3,2,3,3,3,2,3,3,4,2,2,4,3,,5,3,2,4,4,1,2,1,2,4,5,1,4,3,2,3,2,2,2,2,2,5,5,3,5,1,4,5,5,2,2,4,5,,2,1,3,4,3,1,4,5,4,5,1,3,1,,1,2,3,3,4,3,4,3,1,3,5,2,3,2,4,2,5,5,1,4,2,2,4,1,2,5,5,2,4,5,1,2,3,3,5,4,2,4,2,1,4,4,,1,3,4,3,3,3,3,5,5,4,3,1,2,2,5,1,3,5,2,5,5,1,4,3,4,5,1,2,3,3,2,5,5,3,1,1,2,2,3,1,5,1,5,3,4,2,1,4,1,2,4,5,4,4,3,5
,98256,Male,Computer Science/CSE,2,5,3,3,2,2,3,3,2,3,3,2,2,3,2,4,4,3,3,5,2,3,,2,2,2,2,4,4,2,4,2,2,3,3,5,3,3,3,2,3,1,3,5,3,3,4,4,4,2,2,2,3,3,4,3,,3,3,2,2,3,3,2,3,4,5,2,3,4,,2,2,2,4,2,4,3,3,3,1,5,2,4,4,4,3,5,3,4,4,1,3,2,3,4,2,3,5,2,2,3,4,2,3,4,4,2,2,2,4,3,4,,3,3,3,3,2,4,5,2,3,3,1,2,2,4,4,3,2,3,2,2,3,4,2,2,3,2,4,2,4,2,2,3,3,4,5,4,4,4,4,4,4,4,2,3,4,4,4,3,4,3,2,3,2,3,3,2
,79126,Male,Computer Science/CSE,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,,1,1,1,2,2,1,4,1,1,3,2,1,3,1,1,1,2,1,,2,3,1,1,1,1,2,2,1,1,1,1,1,4,,2,1,1,1,2,1,1,1,2,2,1,2,2,,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,3,2,1,1,1,1,2,3,3,2,1,1,1,1,1,2,1,2,1,1,1,3,1,1,,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,3,1,,4,1,1,1,1,2,1,1,1,1,,1,1,1,4,1,1,1,1,1,1,2
,61087,Male,Computer Science/CSE,1,1,1,2,5,1,1,,1,1,1,2,1,2,1,1,1,2,1,1,1,3,,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,,1,1,1,1,2,1,1,2,1,1,1,2,2,,1,1,1,5,1,1,1,1,1,1,2,,1,1,1,1,2,1,4,1,2,1,1,1,1,1,2,5,1,1,3,2,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
,57594,Male,Computer Science/CSE,1,3,4,4,2,3,1,2,4,2,2,5,5,3,2,5,5,1,2,5,2,2,,1,3,2,1,3,3,5,4,3,3,4,1,3,5,3,2,2,5,1,4,5,5,1,3,5,4,2,1,1,1,2,5,4,,2,3,4,2,3,4,2,3,3,3,4,3,5,,2,5,2,5,3,3,1,2,4,3,5,2,3,2,2,3,4,3,3,3,5,2,2,5,5,1,5,5,1,1,1,5,2,3,3,5,2,5,3,5,5,2,,1,5,5,4,3,4,3,1,3,4,5,2,3,4,5,2,2,1,3,2,2,3,3,2,2,1,3,3,3,5,2,5,3,3,5,3,5,4,3,3,3,3,1,5,5,1,4,4,4,5,2,3,3,3,3,5
,97321,Male,Computer Science/CSE,3,2,4,2,4,3,5,3,1,3,3,2,3,5,5,1,2,3,3,3,4,5,,2,2,3,2,4,2,4,3,2,2,4,3,3,3,3,4,1,2,1,3,5,4,2,2,3,5,2,3,3,5,2,4,4,,2,1,2,2,5,2,1,4,5,4,3,4,3,,3,,2,4,2,5,2,1,3,4,4,4,2,3,4,5,4,4,2,2,3,2,5,4,5,2,5,2,3,4,3,3,4,4,2,5,2,2,3,3,3,4,,3,2,2,1,1,4,3,5,2,2,5,4,1,5,1,3,2,2,2,3,2,4,2,3,2,4,3,5,2,2,5,1,4,4,2,3,4,2,4,4,1,4,2,1,3,2,1,4,2,4,4,1,4,2,2,3
,52477,Male,Computer Science/CSE,1,2,3,1,3,3,1,2,1,1,1,1,3,1,1,1,1,3,1,1,3,1,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,,1,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,2,1,1,1,1,4,1,1,1,3,1,1,1,3,1,1,5,2,4,1,1,3,1,2,1,1,5,1,2,1,1,5,1,1,1,4,1,1,,1,5,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,5,1,1,1,4,1,5,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,2
,82114,Male,Electrical Engineering,4,4,3,2,5,5,5,5,3,2,4,5,2,4,3,5,5,5,5,4,2,4,,2,2,5,5,4,5,4,3,4,3,4,4,5,4,5,2,2,2,3,3,5,4,3,5,3,5,3,4,3,2,5,5,5,,2,4,3,4,4,2,5,4,4,5,2,5,5,,3,5,3,4,4,5,2,5,2,3,2,4,4,3,4,4,5,4,4,3,4,4,5,5,2,4,4,5,4,5,4,4,3,3,5,4,5,4,5,3,5,5,,2,3,5,4,4,5,4,5,3,4,5,5,4,5,2,5,5,3,4,4,4,5,4,4,2,3,2,4,4,4,4,5,4,2,4,4,4,2,3,3,4,4,2,4,5,2,5,2,4,4,4,5,2,4,5,5
,22707,Male,Computer Science/CSE,2,5,4,4,3,2,3,4,5,2,3,5,4,4,3,2,4,4,5,3,4,2,,5,4,4,3,4,3,3,3,2,3,2,4,3,3,2,2,4,1,5,3,5,2,4,4,4,4,2,1,4,3,4,1,4,,3,4,3,2,1,3,1,3,2,5,3,4,5,,5,5,2,3,4,5,3,3,1,3,4,4,4,2,1,2,4,3,5,1,2,3,3,1,3,5,3,5,3,3,3,3,5,3,5,4,2,5,1,4,4,1,,5,2,2,4,4,2,4,2,3,3,2,4,3,4,4,3,5,3,3,5,2,3,3,2,2,3,1,2,4,2,1,2,2,3,4,2,4,1,3,3,4,2,3,4,4,4,2,3,2,2,1,3,3,4,2,4
,potation,Male,Computer Science/CSE,2,2,4,4,2,2,2,2,3,3,4,4,4,5,2,3,5,3,3,3,3,4,,4,3,1,3,3,3,4,5,2,2,3,3,4,2,3,3,2,3,3,3,4,4,2,3,3,3,3,3,2,2,2,3,2,,3,3,4,2,2,2,2,2,4,5,3,3,3,,3,4,3,1,3,2,2,3,3,4,3,2,4,4,2,4,4,5,3,4,3,2,4,3,4,4,3,5,3,3,2,2,3,3,2,3,3,3,4,2,3,4,,2,3,4,2,2,4,5,2,4,5,2,3,4,4,3,2,3,4,3,2,3,2,2,3,2,1,1,3,2,3,4,3,5,4,5,5,5,4,5,5,5,5,2,2,4,3,3,4,3,3,4,2,3,3,2,4
,35484,Male,Computer Science/CSE,1,5,4,5,4,4,4,4,4,4,4,2,4,3,5,5,5,5,4,5,1,5,,1,4,4,2,5,1,5,1,4,5,1,1,4,1,5,4,4,4,,5,5,4,1,3,5,5,5,,1,4,4,4,5,,4,4,4,4,5,4,2,4,5,5,4,4,5,,4,1,1,5,4,5,3,4,3,5,1,3,3,5,4,4,5,5,5,5,5,4,5,4,5,5,1,4,2,4,5,5,4,5,5,4,4,2,1,5,1,4,,5,5,5,4,2,5,5,3,5,1,1,5,4,4,5,4,4,3,4,4,4,5,4,2,1,4,1,4,5,4,4,5,4,4,3,5,4,5,1,4,5,1,2,4,2,4,1,5,5,4,4,4,1,4,4,4
,86349,Male,Computer Science/CSE,2,3,3,3,4,2,2,3,3,2,3,2,3,2,2,3,4,2,3,4,1,2,,3,3,2,2,2,2,4,3,3,3,3,2,4,1,4,2,2,4,5,3,4,4,2,1,3,3,4,2,2,2,3,2,4,,2,1,3,2,2,3,3,2,3,5,3,3,2,,3,2,1,5,2,4,2,2,1,2,4,4,3,3,2,2,3,3,3,1,4,3,4,2,3,4,2,4,2,2,1,3,3,2,4,3,3,2,1,3,3,2,,2,5,2,2,4,4,3,3,3,4,3,3,3,2,3,2,2,4,2,4,4,3,3,2,2,4,4,2,3,3,2,4,4,3,4,5,3,4,4,4,4,4,1,3,2,3,3,3,2,3,2,3,3,3,2,2
,45382,Male,Electrical,2,3,,4,5,3,2,4,5,1,2,4,2,3,2,2,2,4,5,3,4,5,,5,3,4,4,3,2,3,2,4,3,3,4,1,5,2,1,4,4,1,2,4,3,2,4,3,3,5,2,2,5,4,5,5,,3,2,4,5,2,3,2,3,1,3,4,3,2,,3,3,1,5,4,4,3,1,5,2,1,3,2,4,1,5,2,3,3,4,3,1,5,4,4,4,2,1,2,5,4,5,4,1,2,3,4,4,4,5,2,2,,1,5,3,3,4,5,4,5,3,3,5,4,4,4,3,3,2,1,1,4,5,5,4,4,5,3,1,3,4,4,5,2,2,5,,2,3,1,4,1,3,3,4,4,5,3,4,3,4,4,4,4,1,3,1,3
,29898,Male,Computer Science/CSE,3,3,5,4,3,3,4,4,3,4,3,3,3,4,4,3,4,4,4,3,4,3,,5,4,4,4,4,4,3,3,2,4,4,3,4,4,3,3,4,3,2,3,4,4,3,4,4,4,4,3,2,4,4,3,4,,4,4,5,4,4,5,4,5,4,5,5,5,3,,4,4,3,4,5,4,4,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,3,4,3,3,4,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,,,3,4,5,4,5,4,1,4,4,1,2,5,3,4,3,4,5,4,4,2,4,3,5,4,4,3,3,3,4,5,2,5,,2,4,3,3,4,3,3,3,5,4,1,5,3,4,4,4,3,4,4,3,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Statistics for User Feature (Gender/Major) vs. Joke Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Note: Some jokes were not accounted for because of missing ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gender,Count,,Average Per Joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male,80,,2.08974359,2.797468354,3.263157895,2.921052632,2.679487179,2.341772152,2.423076923,2.641025641,2.807692308,2.538461538,2.506493506,2.538461538,2.753246753,2.329113924,2.594936709,2.833333333,3.455696203,2.74025974,2.423076923,2.860759494,2.324675325,2.907894737,,2.205128205,2.551282051,2.64556962,2.17721519,3.12987013,2.41025641,3.217948718,2.756410256,2.282051282,2.860759494,2.766233766,2.717948718,3.128205128,2.679487179,3.064935065,2.628205128,2.320512821,2.746835443,2.026666667,3.179487179,2.884615385,2.987179487,2.025974026,2.38961039,2.131578947,2.974358974,2.571428571,2,2.139240506,2.291139241,2.653846154,3.168831169,3.210526316,,2.727272727,2.493670886,2.512820513,2.578947368,3.126582278,2.743589744,2.207792208,2.525641026,3,3.36,2.417721519,3.171052632,3.263157895,,2.519480519,2.871794872,2.384615385,3.064935065,2.480519481,2.87012987,2.064102564,2.628205128,2.448717949,2.417721519,2.448717949,2.805194805,3.217948718,2.871794872,2.519480519,2.666666667,3.289473684,3.246753247,3.512820513,3.051282051,3.076923077,2.602564103,2.945945946,2.807692308,2.820512821,2.860759494,3.051282051,3.217948718,2.076923077,2.64556962,2.243589744,2.935064935,2.512820513,2.858974359,2.936708861,2.68,2.721518987,2.461538462,2.076923077,2.87012987,2.820512821,2.666666667,,2.434210526,2.636363636,2.769230769,2.807692308,2.480519481,3.392405063,3,2.576923077,3.115384615,3.051282051,2.657894737,2.756410256,2.721518987,2.974683544,2.949367089,2.607594937,2.525641026,2.428571429,2.493506494,2.253164557,3,2.714285714,2.688311688,2.538461538,2.460526316,2.532467532,2.46835443,2.805194805,3.142857143,2.831168831,2.831168831,2.974025974,2.602564103,2.657894737,2.623376623,2.58974359,2.897435897,2.320512821,2.620253165,2.871794872,2.909090909,2.519480519,2.102564103,2.794871795,3.092105263,2.974025974,2.628205128,3,2.831168831,2.818181818,2.679487179,2.53164557,2.772151899,2.628205128,2.710526316,2.948717949
,Female,17,,2.5625,2.235294118,3.529411765,3.533333333,3,2.9375,3.294117647,2.8,3.0625,2.4375,2.705882353,2.866666667,2.8,3.875,3.066666667,3.6,3.866666667,2.705882353,2.5625,2.75,2.6875,3.466666667,,1.866666667,2.933333333,3.125,2.6875,3.375,2.529411765,3.176470588,2.5,3,3.75,3.266666667,2.625,4.0625,3.4375,3.5625,3.666666667,3.0625,3.3125,2.133333333,3.5,3.470588235,3.6,2.8,3.75,2,3.5,2.8,2.8,2.625,3.133333333,3.625,3.4375,2.0625,,2.9375,2.6,2.9375,2.625,2.875,3.533333333,2.8125,2.733333333,3.2,3.125,2.6875,2.9375,4,,2.6875,3.25,2.882352941,2.866666667,2.866666667,3.066666667,2.588235294,3.375,3.133333333,2.294117647,2.625,3,4.066666667,2.9375,2.733333333,3.066666667,3.6,2.933333333,4.4375,3.4,3.933333333,3.058823529,3.2,3.6875,3,3.352941176,3.529411765,3.4375,2.3125,2.733333333,2.733333333,3.733333333,2.9375,2.8125,3.0625,2.058823529,2.823529412,3,2.733333333,2.875,3,3.133333333,,2.5625,2.875,3.6,2.866666667,2.533333333,3.5625,3.25,2.8,3,3.3125,2.5,3.4,2.75,3.4375,2.6875,3.25,3.066666667,2.666666667,2.8125,2.714285714,3.133333333,3.375,3.2,3.176470588,3.133333333,3,2.588235294,3.4375,3.625,2.466666667,2.875,3.411764706,2.8125,2.75,2.9375,3,3.0625,2.5625,2.25,2.933333333,3.733333333,2.866666667,2.9375,3,3.066666667,4.0625,3.25,3.6875,4,3,3.125,3.6875,2.866666667,3,2.3125,3.6
,Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Computer Science/CSE,76,,2.197368421,2.820512821,3.342105263,3.067567568,2.75,2.41025641,2.61038961,2.644736842,2.763157895,2.526315789,2.552631579,2.539473684,2.813333333,2.615384615,2.675324675,2.986842105,3.506493506,2.671052632,2.421052632,3.012987013,2.253333333,3.013333333,,2.092105263,2.539473684,2.727272727,2.155844156,3.253333333,2.467532468,3.272727273,2.855263158,2.350649351,3.025641026,2.826666667,2.763157895,3.350649351,2.723684211,3.213333333,2.776315789,2.415584416,2.805194805,2.04109589,3.276315789,3.051948052,3.052631579,2.026666667,2.56,2.16,3.077922078,2.493333333,2.108108108,2.168831169,2.376623377,2.779220779,3.186666667,3.04,,2.746666667,2.649350649,2.558441558,2.513513514,3.153846154,2.828947368,2.293333333,2.5,3.065789474,3.364864865,2.428571429,3.189189189,3.391891892,,2.586666667,3.013157895,2.467532468,3,2.533333333,2.866666667,2.194805195,2.763157895,2.565789474,2.41025641,2.5,2.828947368,3.434210526,2.776315789,2.626666667,2.723684211,3.472972973,3.12,3.789473684,3.039473684,3.263157895,2.688311688,2.944444444,2.986842105,2.868421053,2.871794872,3.181818182,3.368421053,2.092105263,2.597402597,2.473684211,3.133333333,2.513157895,2.828947368,2.922077922,2.613333333,2.679487179,2.473684211,2.184210526,2.96,2.74025974,2.671052632,,2.445945946,2.626666667,2.855263158,2.855263158,2.413333333,3.298701299,3.013333333,2.5,3.092105263,3.118421053,2.594594595,2.868421053,2.714285714,3.025641026,2.896103896,2.753246753,2.539473684,2.386666667,2.539473684,2.236842105,2.934210526,2.813333333,2.72,2.61038961,2.567567568,2.533333333,2.564102564,2.88,3.24,2.76,2.853333333,3.039473684,2.618421053,2.581081081,2.697368421,2.618421053,2.986842105,2.421052632,2.519480519,2.906666667,3.013333333,2.586666667,2.181818182,2.802631579,3.136986301,3.12,2.727272727,3.078947368,2.986666667,2.8,2.649350649,2.571428571,2.688311688,2.684210526,2.743243243,2.973684211
